Week_Start_Date,Neighborhood,Population_Density_per_km2,Number_of_Businesses,Avg_Household_Size,Market_Present,Industrial_Zone,Collection_Frequency_per_Week,Month,Weekly_Waste_Weight_kg
2022-11-07,Oku,207,256,7.0,0,1,3,11,1040.8
2022-11-14,Oku,283,257,6.9,0,1,3,11,1061.9
2022-11-21,Oku,225,264,6.9,0,1,3,11,1127.5
2022-11-28,Oku,279,264,6.7,0,1,3,11,1047.9
2022-12-05,Oku,228,258,6.7,0,1,3,12,997.5
2022-12-12,Oku,298,260,6.6,0,1,3,12,1000.3
2022-12-19,Oku,298,256,6.6,0,1,3,12,1012.8
2022-12-26,Oku,227,261,6.8,0,1,3,12,990.3
2023-01-02,Oku,241,255,7.0,0,1,3,1,1022.6
2023-01-09,Oku,272,260,7.1,0,1,3,1,1073.3
2023-01-16,Oku,276,257,7.2,0,1,3,1,1041.4
2023-01-23,Oku,238,263,6.8,0,1,3,1,1038.8
2023-01-30,Oku,285,259,6.8,0,1,3,1,981.6
2023-02-06,Oku,264,255,7.1,0,1,3,2,1100.4
2023-02-13,Oku,272,258,7.2,0,1,3,2,1237.4
2023-02-20,Oku,223,254,6.8,0,1,3,2,1104.4
2023-02-27,Oku,214,259,6.8,0,1,3,2,1008.8
2023-03-06,Oku,206,256,6.8,0,1,3,3,1138.7
2023-03-13,Oku,233,256,6.8,0,1,3,3,1305.0
2023-03-20,Oku,215,259,6.8,0,1,3,3,1253.9
2023-03-27,Oku,247,259,6.8,0,1,3,3,1252.8
2023-04-03,Oku,256,255,7.0,0,1,3,4,1170.4
2023-04-10,Oku,229,258,6.8,0,1,3,4,1280.9
2023-04-17,Oku,240,260,7.1,0,1,3,4,1385.8
2023-04-24,Oku,257,254,6.8,0,1,3,4,1337.5
2023-05-01,Oku,232,255,6.9,0,1,3,5,1195.4
2023-05-08,Oku,290,261,6.9,0,1,3,5,1395.9
2023-05-15,Oku,260,254,6.7,0,1,3,5,1212.7
2023-05-22,Oku,228,255,6.8,0,1,3,5,1107.9
2023-05-29,Oku,255,260,6.6,0,1,3,5,1261.4
2023-06-05,Oku,218,263,6.9,0,1,3,6,1377.5
2023-06-12,Oku,208,263,6.6,0,1,3,6,1342.5
2023-06-19,Oku,215,262,6.5,0,1,3,6,1416.8
2023-06-26,Oku,242,257,6.9,0,1,3,6,1209.1
2023-07-03,Oku,275,255,6.7,0,1,3,7,1276.9
2023-07-10,Oku,225,258,7.0,0,1,3,7,1365.9
2023-07-17,Oku,259,259,6.5,0,1,3,7,1294.4
2023-07-24,Oku,252,263,7.0,0,1,3,7,1241.0
2023-07-31,Oku,282,255,6.8,0,1,3,7,1362.0
2023-08-07,Oku,256,263,6.8,0,1,3,8,1465.4
2023-08-14,Oku,287,264,7.0,0,1,3,8,1274.6
2023-08-21,Oku,238,261,6.7,0,1,3,8,1222.6
2023-08-28,Oku,198,256,6.8,0,1,3,8,1193.4
2023-09-04,Oku,269,258,6.8,0,1,3,9,1340.2
2023-09-11,Oku,268,255,6.9,0,1,3,9,1119.4
2023-09-18,Oku,198,257,6.6,0,1,3,9,1032.9
2023-09-25,Oku,220,255,7.1,0,1,3,9,1181.7
2023-10-02,Oku,291,259,6.7,0,1,3,10,1308.0
2023-10-09,Oku,200,261,7.2,0,1,3,10,1127.6
2023-10-16,Oku,216,264,7.1,0,1,3,10,1017.3
2023-10-23,Oku,212,254,6.9,0,1,3,10,1132.1
2023-10-30,Oku,243,254,6.6,0,1,3,10,1021.0
2023-11-06,Oku,244,260,6.9,0,1,3,11,923.3
2023-11-13,Oku,263,259,7.0,0,1,3,11,1162.7
2023-11-20,Oku,253,258,7.2,0,1,3,11,1137.2
2023-11-27,Oku,215,263,6.7,0,1,3,11,862.8
2023-12-04,Oku,242,256,6.8,0,1,3,12,1068.0
2023-12-11,Oku,242,262,7.1,0,1,3,12,1002.1
2023-12-18,Oku,246,254,6.9,0,1,3,12,1057.7
2023-12-25,Oku,234,264,6.6,0,1,3,12,1044.8
2024-01-01,Oku,288,263,7.1,0,1,3,1,1076.5
2024-01-08,Oku,286,264,6.8,0,1,3,1,1181.8
2024-01-15,Oku,298,263,7.1,0,1,3,1,954.8
2024-01-22,Oku,198,258,6.6,0,1,3,1,1041.7
2024-01-29,Oku,239,259,6.7,0,1,3,1,1027.5
2024-02-05,Oku,200,260,7.1,0,1,3,2,1311.2
2024-02-12,Oku,255,254,6.9,0,1,3,2,1273.9
2024-02-19,Oku,263,259,6.7,0,1,3,2,1135.8
2024-02-26,Oku,262,254,6.8,0,1,3,2,1146.6
2024-03-04,Oku,250,260,6.5,0,1,3,3,1288.1
2024-03-11,Oku,213,256,6.8,0,1,3,3,1170.5
2024-03-18,Oku,212,260,6.9,0,1,3,3,1249.3
2024-03-25,Oku,231,258,6.7,0,1,3,3,1354.4
2024-04-01,Oku,286,256,6.4,0,1,3,4,1205.1
2024-04-08,Oku,250,255,6.8,0,1,3,4,1310.1
2024-04-15,Oku,222,264,7.0,0,1,3,4,1266.3
2024-04-22,Oku,273,257,6.7,0,1,3,4,1370.9
2024-04-29,Oku,242,257,6.6,0,1,3,4,1399.9
2020-07-13,Jakiri,2491,523,7.8,1,0,2,7,3101.0
2020-07-20,Jakiri,2523,520,8.0,1,0,2,7,2803.6
2020-07-27,Jakiri,2440,521,7.8,1,0,2,7,2847.4
2020-08-03,Jakiri,2495,525,7.7,1,0,2,8,2397.8
2020-08-10,Jakiri,2462,524,7.8,1,0,2,8,2395.8
2020-08-17,Jakiri,2486,530,7.5,1,0,2,8,2409.8
2020-08-24,Jakiri,2481,525,7.9,1,0,2,8,2977.1
2020-08-31,Jakiri,2445,520,7.8,1,0,2,8,2660.8
2020-09-07,Jakiri,2481,524,7.7,1,0,2,9,2838.2
2020-09-14,Jakiri,2487,528,8.0,1,0,2,9,2562.4
2020-09-21,Jakiri,2435,523,8.1,1,0,2,9,2668.0
2020-09-28,Jakiri,2467,520,8.1,1,0,2,9,2179.1
2020-10-05,Jakiri,2476,521,7.9,1,0,2,10,2240.7
2020-10-12,Jakiri,2496,528,7.6,1,0,2,10,2460.0
2020-10-19,Jakiri,2516,523,8.2,1,0,2,10,2283.4
2020-10-26,Jakiri,2469,523,8.1,1,0,2,10,2074.0
2020-11-02,Jakiri,2519,526,7.9,1,0,2,11,2088.2
2020-11-09,Jakiri,2444,529,8.0,1,0,2,11,2452.7
2020-11-16,Jakiri,2530,526,8.0,1,0,2,11,2253.8
2020-11-23,Jakiri,2462,524,7.7,1,0,2,11,2132.3
2020-11-30,Jakiri,2522,525,7.6,1,0,2,11,2577.3
2020-12-07,Jakiri,2509,522,7.8,1,0,2,12,2158.1
2020-12-14,Jakiri,2468,524,8.2,1,0,2,12,2302.9
2020-12-21,Jakiri,2529,524,7.8,1,0,2,12,2158.1
2020-12-28,Jakiri,2511,525,7.6,1,0,2,12,2055.1
2021-01-04,Jakiri,2468,521,7.6,1,0,2,1,1949.9
2021-01-11,Jakiri,2532,525,8.1,1,0,2,1,2297.7
2021-01-18,Jakiri,2517,528,7.8,1,0,2,1,2460.5
2021-01-25,Jakiri,2464,528,7.6,1,0,2,1,2441.2
2021-02-01,Jakiri,2455,525,7.6,1,0,2,2,2060.5
2021-02-08,Jakiri,2453,526,7.9,1,0,2,2,2429.4
2021-02-15,Jakiri,2458,524,7.6,1,0,2,2,2385.5
2021-02-22,Jakiri,2449,530,7.9,1,0,2,2,2570.9
2021-03-01,Jakiri,2530,528,7.6,1,0,2,3,2890.7
2021-03-08,Jakiri,2530,524,7.9,1,0,2,3,2076.0
2021-03-15,Jakiri,2456,526,7.9,1,0,2,3,2418.7
2021-03-22,Jakiri,2532,524,7.6,1,0,2,3,2496.4
2021-03-29,Jakiri,2502,529,8.1,1,0,2,3,2624.6
2021-04-05,Jakiri,2463,522,7.4,1,0,2,4,2492.6
2021-04-12,Jakiri,2501,529,7.6,1,0,2,4,2555.4
2021-04-19,Jakiri,2476,525,7.6,1,0,2,4,2632.0
2021-04-26,Jakiri,2463,521,7.8,1,0,2,4,2849.2
2021-05-03,Jakiri,2455,529,7.8,1,0,2,5,2909.8
2021-05-10,Jakiri,2523,529,7.7,1,0,2,5,2987.4
2021-05-17,Jakiri,2522,526,8.1,1,0,2,5,2813.1
2021-05-24,Jakiri,2526,525,8.2,1,0,2,5,2314.6
2021-05-31,Jakiri,2528,520,7.6,1,0,2,5,2528.6
2021-06-07,Jakiri,2494,525,7.8,1,0,2,6,3184.2
2021-06-14,Jakiri,2452,525,7.5,1,0,2,6,2747.1
2021-06-21,Jakiri,2504,520,8.2,1,0,2,6,3164.9
2021-06-28,Jakiri,2533,529,7.8,1,0,2,6,3054.0
2021-07-05,Jakiri,2450,522,8.0,1,0,2,7,2574.8
2021-07-12,Jakiri,2475,520,7.8,1,0,2,7,2828.7
2021-07-19,Jakiri,2521,524,7.7,1,0,2,7,3130.3
2021-07-26,Jakiri,2484,530,7.8,1,0,2,7,2739.9
2021-08-02,Jakiri,2510,528,7.4,1,0,2,8,2623.9
2021-08-09,Jakiri,2516,525,7.7,1,0,2,8,3033.0
2021-08-16,Jakiri,2463,527,8.0,1,0,2,8,2869.2
2021-08-23,Jakiri,2487,525,7.9,1,0,2,8,2412.6
2021-08-30,Jakiri,2498,530,7.5,1,0,2,8,2925.8
2021-09-06,Jakiri,2460,525,7.9,1,0,2,9,3133.8
2021-09-13,Jakiri,2497,527,7.9,1,0,2,9,2677.1
2021-09-20,Jakiri,2517,524,8.0,1,0,2,9,2350.2
2021-09-27,Jakiri,2455,524,7.8,1,0,2,9,2569.3
2021-10-04,Jakiri,2533,528,7.7,1,0,2,10,2567.4
2021-10-11,Jakiri,2515,526,7.8,1,0,2,10,2170.8
2021-10-18,Jakiri,2502,522,8.0,1,0,2,10,2373.5
2021-10-25,Jakiri,2485,524,7.7,1,0,2,10,2223.9
2021-11-01,Jakiri,2477,529,7.7,1,0,2,11,2345.2
2021-11-08,Jakiri,2441,523,8.2,1,0,2,11,2147.0
2021-11-15,Jakiri,2524,529,7.9,1,0,2,11,2271.8
2021-11-22,Jakiri,2531,527,7.6,1,0,2,11,2325.9
2021-11-29,Jakiri,2470,529,7.9,1,0,2,11,2276.5
2021-12-06,Jakiri,2451,521,7.4,1,0,2,12,2267.6
2021-12-13,Jakiri,2499,523,7.9,1,0,2,12,2271.2
2021-12-20,Jakiri,2509,523,7.8,1,0,2,12,2044.7
2021-12-27,Jakiri,2449,527,7.7,1,0,2,12,2234.8
2022-01-03,Jakiri,2503,527,7.7,1,0,2,1,2282.8
2022-01-10,Jakiri,2489,521,7.9,1,0,2,1,1983.9
2022-01-17,Jakiri,2434,521,7.5,1,0,2,1,2126.3
2022-01-24,Jakiri,2456,526,7.8,1,0,2,1,2156.3
2022-01-31,Jakiri,2478,520,7.8,1,0,2,1,2255.4
2022-02-07,Jakiri,2487,525,7.8,1,0,2,2,2622.0
2022-02-14,Jakiri,2495,530,8.0,1,0,2,2,2515.9
2022-02-21,Jakiri,2467,525,7.5,1,0,2,2,2359.1
2022-02-28,Jakiri,2472,530,7.7,1,0,2,2,2742.8
2022-03-07,Jakiri,2474,527,7.9,1,0,2,3,2489.4
2022-03-14,Jakiri,2468,527,7.9,1,0,2,3,2435.0
2022-03-21,Jakiri,2434,524,8.1,1,0,2,3,2701.5
2022-03-28,Jakiri,2480,526,7.4,1,0,2,3,2745.7
2022-04-04,Jakiri,2501,523,8.0,1,0,2,4,2917.4
2022-04-11,Jakiri,2470,524,7.7,1,0,2,4,2714.2
2022-04-18,Jakiri,2520,526,7.8,1,0,2,4,2502.6
2022-04-25,Jakiri,2496,523,7.9,1,0,2,4,2572.1
2022-05-02,Jakiri,2467,525,7.7,1,0,2,5,2881.9
2022-05-09,Jakiri,2510,520,8.0,1,0,2,5,3229.2
2022-05-16,Jakiri,2480,526,7.8,1,0,2,5,2602.7
2022-05-23,Jakiri,2499,524,8.0,1,0,2,5,2868.1
2022-05-30,Jakiri,2434,526,8.0,1,0,2,5,2916.1
2022-06-06,Jakiri,2474,524,8.0,1,0,2,6,3196.4
2022-06-13,Jakiri,2507,527,7.7,1,0,2,6,3036.9
2022-06-20,Jakiri,2523,520,7.9,1,0,2,6,2864.4
2022-06-27,Jakiri,2438,522,8.0,1,0,2,6,3301.1
2022-07-04,Jakiri,2512,525,7.5,1,0,2,7,2889.1
2022-07-11,Jakiri,2468,527,8.0,1,0,2,7,2960.0
2022-07-18,Jakiri,2460,522,8.1,1,0,2,7,3325.1
2022-07-25,Jakiri,2478,530,7.8,1,0,2,7,3168.6
2022-08-01,Jakiri,2479,524,8.0,1,0,2,8,2470.8
2022-08-08,Jakiri,2473,527,8.1,1,0,2,8,3032.0
2022-08-15,Jakiri,2489,521,7.6,1,0,2,8,3006.7
2022-08-22,Jakiri,2479,524,7.6,1,0,2,8,2939.4
2022-08-29,Jakiri,2483,529,7.8,1,0,2,8,2649.9
2022-09-05,Jakiri,2467,528,7.5,1,0,2,9,2655.9
2022-09-12,Jakiri,2495,524,7.9,1,0,2,9,2982.3
2022-09-19,Jakiri,2451,522,7.6,1,0,2,9,2542.1
2022-09-26,Jakiri,2479,522,8.0,1,0,2,9,2577.3
2022-10-03,Jakiri,2476,528,8.1,1,0,2,10,2609.9
2022-10-10,Jakiri,2479,525,7.6,1,0,2,10,2014.8
2022-10-17,Jakiri,2518,530,8.0,1,0,2,10,2447.2
2022-10-24,Jakiri,2486,528,7.9,1,0,2,10,2162.9
2022-10-31,Jakiri,2462,528,7.7,1,0,2,10,2846.0
2022-11-07,Jakiri,2447,524,7.5,1,0,2,11,2462.7
2022-11-14,Jakiri,2451,527,7.7,1,0,2,11,2104.5
2022-11-21,Jakiri,2508,522,8.3,1,0,2,11,2423.8
2022-11-28,Jakiri,2461,529,7.5,1,0,2,11,2284.3
2022-12-05,Jakiri,2512,527,8.0,1,0,2,12,2203.0
2022-12-12,Jakiri,2480,520,8.0,1,0,2,12,2125.3
2022-12-19,Jakiri,2463,528,7.3,1,0,2,12,1920.9
2022-12-26,Jakiri,2454,528,7.9,1,0,2,12,2339.3
2023-01-02,Jakiri,2522,528,7.5,1,0,2,1,2231.1
2023-01-09,Jakiri,2491,520,7.8,1,0,2,1,2310.9
2023-01-16,Jakiri,2445,529,8.2,1,0,2,1,2272.0
2023-01-23,Jakiri,2454,521,7.3,1,0,2,1,2040.1
2023-01-30,Jakiri,2450,522,7.4,1,0,2,1,1952.9
2023-02-06,Jakiri,2433,528,7.9,1,0,2,2,2819.2
2023-02-13,Jakiri,2455,527,7.4,1,0,2,2,2698.3
2023-02-20,Jakiri,2460,528,7.5,1,0,2,2,2393.5
2023-02-27,Jakiri,2457,523,8.1,1,0,2,2,2287.2
2023-03-06,Jakiri,2469,522,7.6,1,0,2,3,2553.0
2023-03-13,Jakiri,2458,526,7.5,1,0,2,3,2653.5
2023-03-20,Jakiri,2438,530,7.9,1,0,2,3,2600.3
2023-03-27,Jakiri,2457,528,7.8,1,0,2,3,2850.8
2023-04-03,Jakiri,2435,520,7.7,1,0,2,4,2661.6
2023-04-10,Jakiri,2449,529,7.7,1,0,2,4,2991.0
2023-04-17,Jakiri,2438,525,7.6,1,0,2,4,2412.1
2023-04-24,Jakiri,2462,529,7.5,1,0,2,4,2718.3
2023-05-01,Jakiri,2459,526,7.9,1,0,2,5,3174.9
2023-05-08,Jakiri,2452,525,7.8,1,0,2,5,3230.1
2023-05-15,Jakiri,2506,525,7.8,1,0,2,5,2945.7
2023-05-22,Jakiri,2439,530,8.0,1,0,2,5,3077.1
2023-05-29,Jakiri,2506,530,8.1,1,0,2,5,2849.2
2023-06-05,Jakiri,2448,523,7.9,1,0,2,6,3346.2
2023-06-12,Jakiri,2449,526,7.8,1,0,2,6,3061.5
2023-06-19,Jakiri,2490,522,8.1,1,0,2,6,3323.9
2023-06-26,Jakiri,2504,527,7.8,1,0,2,6,2903.0
2023-07-03,Jakiri,2468,520,8.0,1,0,2,7,2926.8
2023-07-10,Jakiri,2436,522,7.7,1,0,2,7,3143.8
2023-07-17,Jakiri,2494,526,8.3,1,0,2,7,3491.7
2023-07-24,Jakiri,2439,528,7.6,1,0,2,7,2775.8
2023-07-31,Jakiri,2524,526,7.5,1,0,2,7,2777.1
2023-08-07,Jakiri,2456,521,8.0,1,0,2,8,2592.0
2023-08-14,Jakiri,2467,522,7.8,1,0,2,8,2771.8
2023-08-21,Jakiri,2501,525,8.1,1,0,2,8,2672.5
2023-08-28,Jakiri,2481,522,7.7,1,0,2,8,3063.4
2023-09-04,Jakiri,2458,520,7.7,1,0,2,9,2867.5
2023-09-11,Jakiri,2488,528,7.8,1,0,2,9,2620.3
2023-09-18,Jakiri,2502,523,7.9,1,0,2,9,2522.4
2023-09-25,Jakiri,2452,524,7.6,1,0,2,9,2609.8
2023-10-02,Jakiri,2449,521,7.8,1,0,2,10,2643.2
2023-10-09,Jakiri,2468,530,7.8,1,0,2,10,2637.8
2023-10-16,Jakiri,2454,529,7.9,1,0,2,10,2491.3
2023-10-23,Jakiri,2443,526,7.5,1,0,2,10,2471.1
2023-10-30,Jakiri,2435,529,8.1,1,0,2,10,2122.4
2023-11-06,Jakiri,2463,527,8.1,1,0,2,11,2390.4
2023-11-13,Jakiri,2490,523,7.5,1,0,2,11,2012.8
2023-11-20,Jakiri,2467,523,7.8,1,0,2,11,2195.7
2023-11-27,Jakiri,2486,520,7.8,1,0,2,11,2379.4
2023-12-04,Jakiri,2532,521,7.9,1,0,2,12,2292.1
2023-12-11,Jakiri,2454,521,7.6,1,0,2,12,2112.9
2023-12-18,Jakiri,2515,529,8.0,1,0,2,12,2253.7
2023-12-25,Jakiri,2444,528,7.9,1,0,2,12,2639.2
2024-01-01,Jakiri,2482,523,7.8,1,0,2,1,2524.7
2024-01-08,Jakiri,2507,524,7.9,1,0,2,1,2053.7
2024-01-15,Jakiri,2500,520,7.6,1,0,2,1,2552.5
2024-01-22,Jakiri,2527,524,8.0,1,0,2,1,2333.8
2024-01-29,Jakiri,2499,526,7.6,1,0,2,1,2418.5
2024-02-05,Jakiri,2433,527,7.9,1,0,2,2,2524.2
2024-02-12,Jakiri,2478,520,7.9,1,0,2,2,2310.5
2024-02-19,Jakiri,2502,525,7.8,1,0,2,2,2332.8
2024-02-26,Jakiri,2472,521,8.0,1,0,2,2,2382.5
2024-03-04,Jakiri,2487,527,8.2,1,0,2,3,2543.9
2024-03-11,Jakiri,2506,525,8.2,1,0,2,3,2609.8
2024-03-18,Jakiri,2485,524,7.8,1,0,2,3,2883.4
2024-03-25,Jakiri,2490,526,7.4,1,0,2,3,2746.3
2024-04-01,Jakiri,2444,524,8.2,1,0,2,4,2877.0
2024-04-08,Jakiri,2447,524,7.9,1,0,2,4,2948.6
2024-04-15,Jakiri,2492,527,7.6,1,0,2,4,2939.2
2024-04-22,Jakiri,2493,523,8.0,1,0,2,4,2694.5
2024-04-29,Jakiri,2521,526,7.8,1,0,2,4,3063.8
2024-05-06,Jakiri,2496,528,7.7,1,0,2,5,3494.0
2020-07-20,Misaje,3269,56,5.9,1,0,3,7,2036.0
2020-07-27,Misaje,3281,59,6.2,1,0,3,7,2085.3
2020-08-03,Misaje,3241,55,5.9,1,0,3,8,1821.7
2020-08-10,Misaje,3208,59,6.0,1,0,3,8,2036.7
2020-08-17,Misaje,3225,50,5.6,1,0,3,8,1620.5
2020-08-24,Misaje,3208,51,5.8,1,0,3,8,2087.2
2020-08-31,Misaje,3267,56,6.1,1,0,3,8,2301.9
2020-09-07,Misaje,3252,55,6.1,1,0,3,9,2047.1
2020-09-14,Misaje,3282,52,6.2,1,0,3,9,1918.9
2020-09-21,Misaje,3233,53,5.9,1,0,3,9,1850.1
2020-09-28,Misaje,3203,52,5.9,1,0,3,9,1884.6
2020-10-05,Misaje,3207,54,6.3,1,0,3,10,1754.7
2020-10-12,Misaje,3192,54,5.9,1,0,3,10,1637.1
2020-10-19,Misaje,3216,52,6.2,1,0,3,10,1777.7
2020-10-26,Misaje,3247,54,5.5,1,0,3,10,1686.2
2020-11-02,Misaje,3226,59,6.1,1,0,3,11,1840.7
2020-11-09,Misaje,3235,50,6.1,1,0,3,11,1774.0
2020-11-16,Misaje,3277,50,5.9,1,0,3,11,1693.1
2020-11-23,Misaje,3272,54,5.8,1,0,3,11,1730.6
2020-11-30,Misaje,3250,54,6.6,1,0,3,11,1510.5
2020-12-07,Misaje,3212,56,6.0,1,0,3,12,1594.3
2020-12-14,Misaje,3265,59,5.8,1,0,3,12,1474.5
2020-12-21,Misaje,3214,53,5.9,1,0,3,12,1591.3
2020-12-28,Misaje,3229,51,6.3,1,0,3,12,1543.2
2021-01-04,Misaje,3274,52,5.9,1,0,3,1,1812.9
2021-01-11,Misaje,3284,56,6.0,1,0,3,1,1881.1
2021-01-18,Misaje,3205,52,6.0,1,0,3,1,1513.8
2021-01-25,Misaje,3216,52,5.7,1,0,3,1,1544.4
2021-02-01,Misaje,3276,51,5.9,1,0,3,2,1798.7
2021-02-08,Misaje,3256,59,6.1,1,0,3,2,1697.2
2021-02-15,Misaje,3274,55,6.0,1,0,3,2,2025.5
2021-02-22,Misaje,3290,56,6.0,1,0,3,2,1860.7
2021-03-01,Misaje,3235,56,5.8,1,0,3,3,2007.6
2021-03-08,Misaje,3253,50,6.3,1,0,3,3,1778.0
2021-03-15,Misaje,3219,49,5.9,1,0,3,3,1820.2
2021-03-22,Misaje,3227,59,6.1,1,0,3,3,2035.8
2021-03-29,Misaje,3221,52,6.2,1,0,3,3,1730.5
2021-04-05,Misaje,3208,58,6.0,1,0,3,4,1970.6
2021-04-12,Misaje,3277,53,6.2,1,0,3,4,2104.7
2021-04-19,Misaje,3234,56,6.0,1,0,3,4,2322.6
2021-04-26,Misaje,3242,52,6.1,1,0,3,4,2409.7
2021-05-03,Misaje,3258,55,6.2,1,0,3,5,2153.5
2021-05-10,Misaje,3287,58,6.0,1,0,3,5,2023.7
2021-05-17,Misaje,3236,53,5.7,1,0,3,5,1981.2
2021-05-24,Misaje,3248,52,6.2,1,0,3,5,2030.6
2021-05-31,Misaje,3245,50,6.2,1,0,3,5,2340.8
2021-06-07,Misaje,3219,52,6.4,1,0,3,6,2374.1
2021-06-14,Misaje,3244,50,6.0,1,0,3,6,2200.7
2021-06-21,Misaje,3223,49,6.2,1,0,3,6,2258.0
2021-06-28,Misaje,3241,56,5.9,1,0,3,6,2573.6
2021-07-05,Misaje,3288,55,6.2,1,0,3,7,2480.7
2021-07-12,Misaje,3280,58,6.1,1,0,3,7,2469.2
2021-07-19,Misaje,3242,55,5.8,1,0,3,7,2290.2
2021-07-26,Misaje,3217,50,6.1,1,0,3,7,2278.1
2021-08-02,Misaje,3216,53,6.2,1,0,3,8,2187.3
2021-08-09,Misaje,3196,53,5.9,1,0,3,8,2174.5
2021-08-16,Misaje,3206,49,5.9,1,0,3,8,2102.3
2021-08-23,Misaje,3198,52,5.9,1,0,3,8,1956.4
2021-08-30,Misaje,3269,49,6.1,1,0,3,8,2224.4
2021-09-06,Misaje,3291,58,5.8,1,0,3,9,2004.3
2021-09-13,Misaje,3234,49,6.0,1,0,3,9,1809.2
2021-09-20,Misaje,3263,50,6.3,1,0,3,9,1775.0
2021-09-27,Misaje,3200,52,6.1,1,0,3,9,2133.4
2021-10-04,Misaje,3276,55,6.0,1,0,3,10,1870.1
2021-10-11,Misaje,3208,52,6.1,1,0,3,10,1747.8
2021-10-18,Misaje,3247,56,5.7,1,0,3,10,1943.5
2021-10-25,Misaje,3265,51,6.1,1,0,3,10,1904.3
2021-11-01,Misaje,3263,51,5.9,1,0,3,11,1547.9
2021-11-08,Misaje,3211,56,6.1,1,0,3,11,1887.3
2021-11-15,Misaje,3194,54,6.2,1,0,3,11,1642.3
2021-11-22,Misaje,3282,49,6.3,1,0,3,11,1508.4
2021-11-29,Misaje,3230,57,6.2,1,0,3,11,1530.7
2021-12-06,Misaje,3203,59,5.8,1,0,3,12,1544.9
2021-12-13,Misaje,3204,56,6.1,1,0,3,12,1582.2
2021-12-20,Misaje,3248,58,6.3,1,0,3,12,1736.9
2021-12-27,Misaje,3272,51,6.3,1,0,3,12,1801.1
2022-01-03,Misaje,3281,51,5.9,1,0,3,1,1874.3
2022-01-10,Misaje,3228,58,6.4,1,0,3,1,1624.1
2022-01-17,Misaje,3277,51,6.5,1,0,3,1,1771.7
2022-01-24,Misaje,3239,53,5.9,1,0,3,1,1911.8
2022-01-31,Misaje,3218,59,5.7,1,0,3,1,1561.4
2022-02-07,Misaje,3276,52,6.3,1,0,3,2,1936.6
2022-02-14,Misaje,3279,55,6.3,1,0,3,2,1829.3
2022-02-21,Misaje,3193,54,6.3,1,0,3,2,1997.7
2022-02-28,Misaje,3220,58,6.1,1,0,3,2,1925.7
2022-03-07,Misaje,3220,55,6.4,1,0,3,3,2067.1
2022-03-14,Misaje,3287,50,6.0,1,0,3,3,2172.7
2022-03-21,Misaje,3217,56,6.2,1,0,3,3,1976.9
2022-03-28,Misaje,3259,57,6.1,1,0,3,3,2054.6
2022-04-04,Misaje,3235,56,6.0,1,0,3,4,2053.2
2022-04-11,Misaje,3252,59,6.0,1,0,3,4,2084.6
2022-04-18,Misaje,3276,50,5.9,1,0,3,4,1914.2
2022-04-25,Misaje,3267,53,6.0,1,0,3,4,2069.9
2022-05-02,Misaje,3233,50,6.0,1,0,3,5,2303.5
2022-05-09,Misaje,3263,52,5.7,1,0,3,5,2067.2
2022-05-16,Misaje,3207,56,5.9,1,0,3,5,2240.5
2022-05-23,Misaje,3292,57,6.4,1,0,3,5,2510.4
2022-05-30,Misaje,3266,56,6.1,1,0,3,5,2488.0
2022-06-06,Misaje,3283,50,5.8,1,0,3,6,2557.1
2022-06-13,Misaje,3289,53,6.4,1,0,3,6,2555.9
2022-06-20,Misaje,3255,50,6.2,1,0,3,6,2241.5
2022-06-27,Misaje,3193,58,6.0,1,0,3,6,2181.2
2022-07-04,Misaje,3274,51,6.1,1,0,3,7,2077.3
2022-07-11,Misaje,3259,52,6.2,1,0,3,7,2290.8
2022-07-18,Misaje,3245,54,5.9,1,0,3,7,2262.5
2022-07-25,Misaje,3248,51,6.3,1,0,3,7,2267.7
2022-08-01,Misaje,3229,52,6.0,1,0,3,8,2244.7
2022-08-08,Misaje,3261,56,6.3,1,0,3,8,2141.7
2022-08-15,Misaje,3205,51,5.6,1,0,3,8,2243.1
2022-08-22,Misaje,3292,57,6.1,1,0,3,8,2498.7
2022-08-29,Misaje,3259,50,6.0,1,0,3,8,2322.1
2022-09-05,Misaje,3254,55,6.2,1,0,3,9,2322.7
2022-09-12,Misaje,3248,56,6.0,1,0,3,9,1816.3
2022-09-19,Misaje,3262,58,6.5,1,0,3,9,1972.7
2022-09-26,Misaje,3258,53,6.1,1,0,3,9,1803.3
2022-10-03,Misaje,3235,50,6.1,1,0,3,10,1864.1
2022-10-10,Misaje,3221,52,6.0,1,0,3,10,1914.3
2022-10-17,Misaje,3195,50,6.1,1,0,3,10,1747.8
2022-10-24,Misaje,3236,58,6.4,1,0,3,10,2150.8
2022-10-31,Misaje,3282,54,5.9,1,0,3,10,1902.4
2022-11-07,Misaje,3234,49,6.1,1,0,3,11,1721.0
2022-11-14,Misaje,3268,59,6.0,1,0,3,11,1635.8
2022-11-21,Misaje,3192,49,5.7,1,0,3,11,1619.7
2022-11-28,Misaje,3273,59,6.0,1,0,3,11,1737.0
2022-12-05,Misaje,3226,49,6.2,1,0,3,12,1921.7
2022-12-12,Misaje,3238,57,5.7,1,0,3,12,1622.9
2022-12-19,Misaje,3276,53,6.1,1,0,3,12,1742.0
2022-12-26,Misaje,3195,49,6.0,1,0,3,12,1748.0
2023-01-02,Misaje,3289,52,6.2,1,0,3,1,1710.2
